,Precio,Localidad,Robo_Personas,Homicidios,Promedio
568,260000000,SUBA,7567,43,553298142.682
569,350000000,USAQUEN,5376,29,738350161.5709343
570,650000000,SUBA,7567,43,553298142.682
571,400000000,SUBA,7567,43,553298142.682
572,390000000,SUBA,7567,43,553298142.682
573,350000000,USAQUEN,5376,29,738350161.5709343
574,248000000,SUBA,7567,43,553298142.682
575,630000000,SUBA,7567,43,553298142.682
576,163000000,SUBA,7567,43,553298142.682
577,149000000,SUBA,7567,43,553298142.682
578,390000000,SUBA,7567,43,553298142.682
579,915000000,SUBA,7567,43,553298142.682
580,1200000000,SUBA,7567,43,553298142.682
581,255000000,SUBA,7567,43,553298142.682
582,580000000,USAQUEN,5376,29,738350161.5709343
583,185000000,ENGATIVA,8151,32,458086704.67836255
584,485000000,SUBA,7567,43,553298142.682
585,1350000000,SUBA,7567,43,553298142.682
586,390000000,SUBA,7567,43,553298142.682
587,495000000,USAQUEN,5376,29,738350161.5709343
588,300000000,USAQUEN,5376,29,738350161.5709343
589,800000000,USAQUEN,5376,29,738350161.5709343
590,940000000,USAQUEN,5376,29,738350161.5709343
591,410000000,USAQUEN,5376,29,738350161.5709343
592,680000000,SUBA,7567,43,553298142.682
593,235000000,USAQUEN,5376,29,738350161.5709343
594,570000000,SUBA,7567,43,553298142.682
595,1600000000,SUBA,7567,43,553298142.682
596,995000000,SUBA,7567,43,553298142.682
597,2150000000,SUBA,7567,43,553298142.682
598,995000000,SUBA,7567,43,553298142.682
599,495000000,SUBA,7567,43,553298142.682
600,520000000,SUBA,7567,43,553298142.682
601,590000000,USAQUEN,5376,29,738350161.5709343
602,369000000,USAQUEN,5376,29,738350161.5709343
603,1250000000,USAQUEN,5376,29,738350161.5709343
604,900000000,SUBA,7567,43,553298142.682
605,630000000,USAQUEN,5376,29,738350161.5709343
606,1100000000,USAQUEN,5376,29,738350161.5709343
607,490000000,SUBA,7567,43,553298142.682
608,1350000000,SUBA,7567,43,553298142.682
609,560000000,USAQUEN,5376,29,738350161.5709343
610,420000000,SUBA,7567,43,553298142.682
611,580000000,SUBA,7567,43,553298142.682
612,800000000,SUBA,7567,43,553298142.682
613,420000000,USAQUEN,5376,29,738350161.5709343
614,186000000,USAQUEN,5376,29,738350161.5709343
615,1020000000,USAQUEN,5376,29,738350161.5709343
616,640000000,SUBA,7567,43,553298142.682
617,175000000,SUBA,7567,43,553298142.682
618,530000000,USAQUEN,5376,29,738350161.5709343
619,660000000,SUBA,7567,43,553298142.682
620,1200000000,USAQUEN,5376,29,738350161.5709343
621,680000000,SUBA,7567,43,553298142.682
622,2950000000,SUBA,7567,43,553298142.682
623,470000000,USAQUEN,5376,29,738350161.5709343
624,1500000000,SUBA,7567,43,553298142.682
625,560000000,USAQUEN,5376,29,738350161.5709343
626,790000000,SUBA,7567,43,553298142.682
627,370000000,USAQUEN,5376,29,738350161.5709343
628,780000000,USAQUEN,5376,29,738350161.5709343
629,550000000,SUBA,7567,43,553298142.682
630,200000000,SUBA,7567,43,553298142.682
631,850000000,USAQUEN,5376,29,738350161.5709343
632,660000000,SUBA,7567,43,553298142.682
633,275000000,USAQUEN,5376,29,738350161.5709343
634,560000000,SUBA,7567,43,553298142.682
635,700000000,USAQUEN,5376,29,738350161.5709343
636,350000000,SUBA,7567,43,553298142.682
637,180000000,SUBA,7567,43,553298142.682
638,810000000,USAQUEN,5376,29,738350161.5709343
639,550000000,SUBA,7567,43,553298142.682
640,485000000,SUBA,7567,43,553298142.682
641,2300000000,SUBA,7567,43,553298142.682
642,1450000000,SUBA,7567,43,553298142.682
643,880000000,SUBA,7567,43,553298142.682
644,1000000000,USAQUEN,5376,29,738350161.5709343
645,545000000,USAQUEN,5376,29,738350161.5709343
646,998000000,USAQUEN,5376,29,738350161.5709343
647,250000000,USAQUEN,5376,29,738350161.5709343
648,1295000000,USAQUEN,5376,29,738350161.5709343
649,290000000,SUBA,7567,43,553298142.682
650,580000000,SUBA,7567,43,553298142.682
651,890000000,SUBA,7567,43,553298142.682
652,160000000,SUBA,7567,43,553298142.682
653,320000000,SUBA,7567,43,553298142.682
654,660000000,SUBA,7567,43,553298142.682
655,450000000,USAQUEN,5376,29,738350161.5709343
656,890000000,SUBA,7567,43,553298142.682
657,910000000,SUBA,7567,43,553298142.682
658,1170000000,USAQUEN,5376,29,738350161.5709343
659,698000000,SUBA,7567,43,553298142.682
660,520000000,SUBA,7567,43,553298142.682
661,630000000,SUBA,7567,43,553298142.682
662,1200000000,SUBA,7567,43,553298142.682
663,295000000,SUBA,7567,43,553298142.682
664,387000000,SUBA,7567,43,553298142.682
665,499000000,USAQUEN,5376,29,738350161.5709343
666,880000000,USAQUEN,5376,29,738350161.5709343
667,240000000,ENGATIVA,8151,32,458086704.67836255
668,500000000,SUBA,7567,43,553298142.682
669,160000000,SUBA,7567,43,553298142.682
670,300000000,SUBA,7567,43,553298142.682
671,300000000,ENGATIVA,8151,32,458086704.67836255
672,467000000,SUBA,7567,43,553298142.682
673,460000000,SUBA,7567,43,553298142.682
674,205000000,ENGATIVA,8151,32,458086704.67836255
675,1100000000,USAQUEN,5376,29,738350161.5709343
676,165000000,SUBA,7567,43,553298142.682
677,160000000,SUBA,7567,43,553298142.682
678,460000000,ENGATIVA,8151,32,458086704.67836255
679,170000000,SUBA,7567,43,553298142.682
680,440000000,ENGATIVA,8151,32,458086704.67836255
681,540000000,USAQUEN,5376,29,738350161.5709343
682,170000000,SUBA,7567,43,553298142.682
683,620000000,USAQUEN,5376,29,738350161.5709343
684,345100000,ENGATIVA,8151,32,458086704.67836255
685,343070000,ENGATIVA,8151,32,458086704.67836255
686,628873000,SUBA,7567,43,553298142.682
687,259000000,USAQUEN,5376,29,738350161.5709343
688,647625000,SUBA,7567,43,553298142.682
689,1550000000,SUBA,7567,43,553298142.682
690,346115000,ENGATIVA,8151,32,458086704.67836255
691,647625000,SUBA,7567,43,553298142.682
692,750000000,USAQUEN,5376,29,738350161.5709343
693,750000000,SUBA,7567,43,553298142.682
694,148000000,SUBA,7567,43,553298142.682
695,285000000,SUBA,7567,43,553298142.682
696,548050000,SUBA,7567,43,553298142.682
697,420000000,SUBA,7567,43,553298142.682
698,159000000,SUBA,7567,43,553298142.682
699,535000000,SUBA,7567,43,553298142.682
700,220000000,SUBA,7567,43,553298142.682
701,166000000,SUBA,7567,43,553298142.682
702,220000000,SUBA,7567,43,553298142.682
703,300000000,SUBA,7567,43,553298142.682
704,270000000,SUBA,7567,43,553298142.682
705,270000000,SUBA,7567,43,553298142.682
706,639990000,SUBA,7567,43,553298142.682
707,850000000,SUBA,7567,43,553298142.682
708,324000000,SUBA,7567,43,553298142.682
709,320000000,SUBA,7567,43,553298142.682
710,175000000,SUBA,7567,43,553298142.682
711,360000000,SUBA,7567,43,553298142.682
712,170000000,SUBA,7567,43,553298142.682
713,120000000,SUBA,7567,43,553298142.682
714,370000000,SUBA,7567,43,553298142.682
715,165000000,SUBA,7567,43,553298142.682
716,176000000,SUBA,7567,43,553298142.682
717,1025000000,SUBA,7567,43,553298142.682
718,552309035,SUBA,7567,43,553298142.682
719,606785000,SUBA,7567,43,553298142.682
720,250000000,SUBA,7567,43,553298142.682
721,120000000,SUBA,7567,43,553298142.682
722,190000000,SUBA,7567,43,553298142.682
723,180000000,SUBA,7567,43,553298142.682
724,225000000,SUBA,7567,43,553298142.682
725,718100000,SUBA,7567,43,553298142.682
726,680000000,SUBA,7567,43,553298142.682
727,640000000,SUBA,7567,43,553298142.682
728,600000000,SUBA,7567,43,553298142.682
729,249990000,SUBA,7567,43,553298142.682
730,200000000,SUBA,7567,43,553298142.682
731,1300000000,SUBA,7567,43,553298142.682
732,220000000,SUBA,7567,43,553298142.682
733,460000000,SUBA,7567,43,553298142.682
734,380000000,SUBA,7567,43,553298142.682
735,870000000,SUBA,7567,43,553298142.682
736,650000000,SUBA,7567,43,553298142.682
737,583300000,SUBA,7567,43,553298142.682
738,152000000,SUBA,7567,43,553298142.682
739,158000000,SUBA,7567,43,553298142.682
740,300000000,SUBA,7567,43,553298142.682
741,425000000,SUBA,7567,43,553298142.682
742,219000000,SUBA,7567,43,553298142.682
743,600000000,SUBA,7567,43,553298142.682
744,650000000,SUBA,7567,43,553298142.682
745,170000000,SUBA,7567,43,553298142.682
746,290000000,SUBA,7567,43,553298142.682
747,1071888000,SUBA,7567,43,553298142.682
748,145000000,SUBA,7567,43,553298142.682
749,258000000,SUBA,7567,43,553298142.682
750,350000000,SUBA,7567,43,553298142.682
751,820000000,SUBA,7567,43,553298142.682
752,570000000,SUBA,7567,43,553298142.682
753,650000000,SUBA,7567,43,553298142.682
754,580000000,SUBA,7567,43,553298142.682
755,190000000,SUBA,7567,43,553298142.682
756,255000000,SUBA,7567,43,553298142.682
757,1780000000,SUBA,7567,43,553298142.682
758,131500000,SUBA,7567,43,553298142.682
759,572752590,SUBA,7567,43,553298142.682
760,145000000,SUBA,7567,43,553298142.682
761,1000000000,SUBA,7567,43,553298142.682
762,260000000,SUBA,7567,43,553298142.682
763,430000000,SUBA,7567,43,553298142.682
764,547018750,SUBA,7567,43,553298142.682
765,442825000,SUBA,7567,43,553298142.682
766,239000000,SUBA,7567,43,553298142.682
767,167000000,SUBA,7567,43,553298142.682
768,215000000,SUBA,7567,43,553298142.682
769,1150000000,SUBA,7567,43,553298142.682
770,182000000,SUBA,7567,43,553298142.682
771,298000000,SUBA,7567,43,553298142.682
772,195000000,SUBA,7567,43,553298142.682
773,135000000,SUBA,7567,43,553298142.682
774,620000000,SUBA,7567,43,553298142.682
775,432314000,SUBA,7567,43,553298142.682
776,1249000000,SUBA,7567,43,553298142.682
777,2250000000,SUBA,7567,43,553298142.682
778,2990000000,SUBA,7567,43,553298142.682
779,155000000,SUBA,7567,43,553298142.682
780,464158560,SUBA,7567,43,553298142.682
781,288000000,SUBA,7567,43,553298142.682
782,299990000,SUBA,7567,43,553298142.682
783,325709354,SUBA,7567,43,553298142.682
784,1220000000,SUBA,7567,43,553298142.682
785,720000000,SUBA,7567,43,553298142.682
786,710000000,SUBA,7567,43,553298142.682
787,749900000,SUBA,7567,43,553298142.682
788,230000000,SUBA,7567,43,553298142.682
789,160000000,SUBA,7567,43,553298142.682
790,910000000,SUBA,7567,43,553298142.682
791,920000000,SUBA,7567,43,553298142.682
792,620000000,SUBA,7567,43,553298142.682
793,583300000,SUBA,7567,43,553298142.682
794,305630000,SUBA,7567,43,553298142.682
795,620000000,SUBA,7567,43,553298142.682
796,262000000,SUBA,7567,43,553298142.682
797,999000000,SUBA,7567,43,553298142.682
798,140000000,SUBA,7567,43,553298142.682
799,195000000,SUBA,7567,43,553298142.682
800,325000000,SUBA,7567,43,553298142.682
801,360000000,SUBA,7567,43,553298142.682
802,970000000,SUBA,7567,43,553298142.682
803,888000000,TEUSAQUILLO,3506,9,769561842.9627907
804,120000000,TEUSAQUILLO,3506,9,769561842.9627907
805,1950000000,CHAPINERO,5578,6,1242553621.6074767
806,245000000,ENGATIVA,8151,32,458086704.67836255
807,295000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
808,1550000000,CHAPINERO,5578,6,1242553621.6074767
809,800000000,CHAPINERO,5578,6,1242553621.6074767
810,400000000,CHAPINERO,5578,6,1242553621.6074767
811,145000000,CHAPINERO,5578,6,1242553621.6074767
812,670000000,ENGATIVA,8151,32,458086704.67836255
813,480000000,ENGATIVA,8151,32,458086704.67836255
814,680000000,ENGATIVA,8151,32,458086704.67836255
815,550000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
816,198000000,CHAPINERO,5578,6,1242553621.6074767
817,535000000,TEUSAQUILLO,3506,9,769561842.9627907
818,355000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
819,140000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
820,335000000,TEUSAQUILLO,3506,9,769561842.9627907
821,624914157,TEUSAQUILLO,3506,9,769561842.9627907
822,515000000,USAQUEN,5376,29,738350161.5709343
823,340000000,TEUSAQUILLO,3506,9,769561842.9627907
824,302521910,USAQUEN,5376,29,738350161.5709343
825,920000000,CHAPINERO,5578,6,1242553621.6074767
826,475000000,USAQUEN,5376,29,738350161.5709343
827,899515836,SANTA FE,3255,36,489554305.51376146
828,561769949,USAQUEN,5376,29,738350161.5709343
829,1000000000,TEUSAQUILLO,3506,9,769561842.9627907
830,450000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
831,840000000,USAQUEN,5376,29,738350161.5709343
832,611374605,CHAPINERO,5578,6,1242553621.6074767
833,5962407000,CHAPINERO,5578,6,1242553621.6074767
834,2723141871,SANTA FE,3255,36,489554305.51376146
835,294126297,USAQUEN,5376,29,738350161.5709343
836,808240376,BARRIOS UNIDOS,2975,10,1026022394.9523809
837,267129739,USAQUEN,5376,29,738350161.5709343
838,149000000,TEUSAQUILLO,3506,9,769561842.9627907
839,330000000,USAQUEN,5376,29,738350161.5709343
840,450000000,CHAPINERO,5578,6,1242553621.6074767
841,220000000,TEUSAQUILLO,3506,9,769561842.9627907
842,550000000,ENGATIVA,8151,32,458086704.67836255
843,170000000,TEUSAQUILLO,3506,9,769561842.9627907
844,305000000,CHAPINERO,5578,6,1242553621.6074767
845,595000000,CHAPINERO,5578,6,1242553621.6074767
846,195000000,CHAPINERO,5578,6,1242553621.6074767
847,275000000,SANTA FE,3255,36,489554305.51376146
848,400000000,USAQUEN,5376,29,738350161.5709343
849,580000000,ENGATIVA,8151,32,458086704.67836255
850,575000000,CHAPINERO,5578,6,1242553621.6074767
851,465000000,CHAPINERO,5578,6,1242553621.6074767
852,200000000,ENGATIVA,8151,32,458086704.67836255
853,550000000,PUENTE ARANDA,3778,16,491002012.08870965
854,250000000,PUENTE ARANDA,3778,16,491002012.08870965
855,430000000,USAQUEN,5376,29,738350161.5709343
856,440000000,SUBA,7567,43,553298142.682
857,1500000000,CHAPINERO,5578,6,1242553621.6074767
858,750000000,USAQUEN,5376,29,738350161.5709343
859,164500000,TEUSAQUILLO,3506,9,769561842.9627907
860,545000000,USAQUEN,5376,29,738350161.5709343
861,2300000000,CHAPINERO,5578,6,1242553621.6074767
862,1900000000,USAQUEN,5376,29,738350161.5709343
863,550000000,TEUSAQUILLO,3506,9,769561842.9627907
864,658000000,ENGATIVA,8151,32,458086704.67836255
865,650000000,ENGATIVA,8151,32,458086704.67836255
866,750000000,ENGATIVA,8151,32,458086704.67836255
867,285000000,TEUSAQUILLO,3506,9,769561842.9627907
868,740000000,USAQUEN,5376,29,738350161.5709343
869,650000000,CHAPINERO,5578,6,1242553621.6074767
870,300000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
871,325000000,CHAPINERO,5578,6,1242553621.6074767
872,280000000,ENGATIVA,8151,32,458086704.67836255
873,310000000,USAQUEN,5376,29,738350161.5709343
874,300000000,ENGATIVA,8151,32,458086704.67836255
875,850000000,TEUSAQUILLO,3506,9,769561842.9627907
876,255000000,TEUSAQUILLO,3506,9,769561842.9627907
877,170000000,TEUSAQUILLO,3506,9,769561842.9627907
878,613000000,CHAPINERO,5578,6,1242553621.6074767
879,1000000000,CHAPINERO,5578,6,1242553621.6074767
880,700000000,TEUSAQUILLO,3506,9,769561842.9627907
881,120000000,TEUSAQUILLO,3506,9,769561842.9627907
882,350000000,TEUSAQUILLO,3506,9,769561842.9627907
883,210000000,TEUSAQUILLO,3506,9,769561842.9627907
884,285000000,TEUSAQUILLO,3506,9,769561842.9627907
885,1300000000,TEUSAQUILLO,3506,9,769561842.9627907
886,450000000,TEUSAQUILLO,3506,9,769561842.9627907
887,900000000,TEUSAQUILLO,3506,9,769561842.9627907
888,450000000,TEUSAQUILLO,3506,9,769561842.9627907
889,900000000,TEUSAQUILLO,3506,9,769561842.9627907
890,140000000,TEUSAQUILLO,3506,9,769561842.9627907
891,180000000,TEUSAQUILLO,3506,9,769561842.9627907
892,480000000,TEUSAQUILLO,3506,9,769561842.9627907
893,250000000,TEUSAQUILLO,3506,9,769561842.9627907
894,950000000,TEUSAQUILLO,3506,9,769561842.9627907
895,220000000,TEUSAQUILLO,3506,9,769561842.9627907
896,1500000000,TEUSAQUILLO,3506,9,769561842.9627907
897,350000000,TEUSAQUILLO,3506,9,769561842.9627907
898,170000000,TEUSAQUILLO,3506,9,769561842.9627907
899,310000000,TEUSAQUILLO,3506,9,769561842.9627907
900,130000000,TEUSAQUILLO,3506,9,769561842.9627907
901,250000000,TEUSAQUILLO,3506,9,769561842.9627907
902,140000000,TEUSAQUILLO,3506,9,769561842.9627907
903,780000000,TEUSAQUILLO,3506,9,769561842.9627907
904,130000000,TEUSAQUILLO,3506,9,769561842.9627907
905,130000000,TEUSAQUILLO,3506,9,769561842.9627907
906,300000000,TEUSAQUILLO,3506,9,769561842.9627907
907,370000000,TEUSAQUILLO,3506,9,769561842.9627907
908,420000000,TEUSAQUILLO,3506,9,769561842.9627907
909,390000000,TEUSAQUILLO,3506,9,769561842.9627907
910,180000000,TEUSAQUILLO,3506,9,769561842.9627907
911,430000000,TEUSAQUILLO,3506,9,769561842.9627907
912,220000000,TEUSAQUILLO,3506,9,769561842.9627907
913,210000000,TEUSAQUILLO,3506,9,769561842.9627907
914,345000000,TEUSAQUILLO,3506,9,769561842.9627907
915,100000000,TEUSAQUILLO,3506,9,769561842.9627907
916,350000000,TEUSAQUILLO,3506,9,769561842.9627907
917,260000000,TEUSAQUILLO,3506,9,769561842.9627907
918,580000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
919,240000000,TEUSAQUILLO,3506,9,769561842.9627907
920,600000000,TEUSAQUILLO,3506,9,769561842.9627907
921,1200000000,TEUSAQUILLO,3506,9,769561842.9627907
922,320000000,TEUSAQUILLO,3506,9,769561842.9627907
923,580000000,ENGATIVA,8151,32,458086704.67836255
924,400000000,CHAPINERO,5578,6,1242553621.6074767
925,160000000,CHAPINERO,5578,6,1242553621.6074767
926,430000000,TEUSAQUILLO,3506,9,769561842.9627907
927,220000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
928,370000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
929,350000000,CHAPINERO,5578,6,1242553621.6074767
930,254000000,SUBA,7567,43,553298142.682
931,615000000,CHAPINERO,5578,6,1242553621.6074767
932,1790000000,CHAPINERO,5578,6,1242553621.6074767
933,2600000000,CHAPINERO,5578,6,1242553621.6074767
934,750000000,TEUSAQUILLO,3506,9,769561842.9627907
935,1948000000,CHAPINERO,5578,6,1242553621.6074767
936,869000000,USAQUEN,5376,29,738350161.5709343
937,699000000,USAQUEN,5376,29,738350161.5709343
938,865000000,CHAPINERO,5578,6,1242553621.6074767
939,232000000,SANTA FE,3255,36,489554305.51376146
940,96000000,CHAPINERO,5578,6,1242553621.6074767
941,300000000,TEUSAQUILLO,3506,9,769561842.9627907
942,890000000,USAQUEN,5376,29,738350161.5709343
943,2240000000,TEUSAQUILLO,3506,9,769561842.9627907
944,240000000,SANTA FE,3255,36,489554305.51376146
945,440000000,TEUSAQUILLO,3506,9,769561842.9627907
946,240000000,TEUSAQUILLO,3506,9,769561842.9627907
947,660000000,TEUSAQUILLO,3506,9,769561842.9627907
948,235000000,TEUSAQUILLO,3506,9,769561842.9627907
949,340000000,TEUSAQUILLO,3506,9,769561842.9627907
950,900000000,TEUSAQUILLO,3506,9,769561842.9627907
951,230000000,TEUSAQUILLO,3506,9,769561842.9627907
952,270000000,TEUSAQUILLO,3506,9,769561842.9627907
953,1683000000,TEUSAQUILLO,3506,9,769561842.9627907
954,850000000,TEUSAQUILLO,3506,9,769561842.9627907
955,500000000,TEUSAQUILLO,3506,9,769561842.9627907
956,300000000,TEUSAQUILLO,3506,9,769561842.9627907
957,350000000,TEUSAQUILLO,3506,9,769561842.9627907
958,350000000,TEUSAQUILLO,3506,9,769561842.9627907
959,520000000,TEUSAQUILLO,3506,9,769561842.9627907
960,1300000000,TEUSAQUILLO,3506,9,769561842.9627907
961,1600000000,TEUSAQUILLO,3506,9,769561842.9627907
962,2200000000,TEUSAQUILLO,3506,9,769561842.9627907
963,1312500000,TEUSAQUILLO,3506,9,769561842.9627907
964,1050000000,TEUSAQUILLO,3506,9,769561842.9627907
965,740000000,TEUSAQUILLO,3506,9,769561842.9627907
966,1800000000,TEUSAQUILLO,3506,9,769561842.9627907
967,820000000,TEUSAQUILLO,3506,9,769561842.9627907
968,637183000,TEUSAQUILLO,3506,9,769561842.9627907
969,2500000000,TEUSAQUILLO,3506,9,769561842.9627907
970,630000000,TEUSAQUILLO,3506,9,769561842.9627907
971,3182100000,TEUSAQUILLO,3506,9,769561842.9627907
972,750000000,TEUSAQUILLO,3506,9,769561842.9627907
973,497000000,TEUSAQUILLO,3506,9,769561842.9627907
974,160000000,TEUSAQUILLO,3506,9,769561842.9627907
975,550000000,TEUSAQUILLO,3506,9,769561842.9627907
976,390000000,TEUSAQUILLO,3506,9,769561842.9627907
977,240000000,TEUSAQUILLO,3506,9,769561842.9627907
978,790000000,TEUSAQUILLO,3506,9,769561842.9627907
979,210000000,TEUSAQUILLO,3506,9,769561842.9627907
980,900000000,TEUSAQUILLO,3506,9,769561842.9627907
981,115000000,TEUSAQUILLO,3506,9,769561842.9627907
982,1100000000,TEUSAQUILLO,3506,9,769561842.9627907
983,1450000000,TEUSAQUILLO,3506,9,769561842.9627907
984,280000000,TEUSAQUILLO,3506,9,769561842.9627907
985,150000000,TEUSAQUILLO,3506,9,769561842.9627907
986,340000000,TEUSAQUILLO,3506,9,769561842.9627907
987,450000000,TEUSAQUILLO,3506,9,769561842.9627907
988,950000000,TEUSAQUILLO,3506,9,769561842.9627907
989,180000000,TEUSAQUILLO,3506,9,769561842.9627907
990,450000000,TEUSAQUILLO,3506,9,769561842.9627907
991,133900000,TEUSAQUILLO,3506,9,769561842.9627907
992,600000000,TEUSAQUILLO,3506,9,769561842.9627907
993,360000000,TEUSAQUILLO,3506,9,769561842.9627907
994,630000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
995,650000000,ENGATIVA,8151,32,458086704.67836255
996,1800000000,USAQUEN,5376,29,738350161.5709343
997,800000000,ENGATIVA,8151,32,458086704.67836255
998,430000000,TEUSAQUILLO,3506,9,769561842.9627907
999,595000000,CHAPINERO,5578,6,1242553621.6074767
1000,1850000000,TEUSAQUILLO,3506,9,769561842.9627907
1001,2200000000,TEUSAQUILLO,3506,9,769561842.9627907
1002,210000000,SANTA FE,3255,36,489554305.51376146
1003,87000000,ENGATIVA,8151,32,458086704.67836255
1004,1550000000,CHAPINERO,5578,6,1242553621.6074767
1005,980000000,CHAPINERO,5578,6,1242553621.6074767
1006,250000000,CHAPINERO,5578,6,1242553621.6074767
1007,1400000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1008,420000000,TEUSAQUILLO,3506,9,769561842.9627907
1009,330000000,TEUSAQUILLO,3506,9,769561842.9627907
1010,180900000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1011,156546000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1012,175824000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1013,1350000000,TEUSAQUILLO,3506,9,769561842.9627907
1014,156222000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1015,335000000,TEUSAQUILLO,3506,9,769561842.9627907
1016,949100000,CHAPINERO,5578,6,1242553621.6074767
1017,535000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1018,310000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1019,330000000,TEUSAQUILLO,3506,9,769561842.9627907
1020,895948000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1021,914700000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1022,895600000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1023,910000000,TEUSAQUILLO,3506,9,769561842.9627907
1024,720000000,USAQUEN,5376,29,738350161.5709343
1025,800000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1026,450000000,PUENTE ARANDA,3778,16,491002012.08870965
1027,1700000000,CHAPINERO,5578,6,1242553621.6074767
1028,360000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1029,600000000,PUENTE ARANDA,3778,16,491002012.08870965
1030,1500000000,CHAPINERO,5578,6,1242553621.6074767
1031,579900000,USAQUEN,5376,29,738350161.5709343
1032,979000000,USAQUEN,5376,29,738350161.5709343
1033,330000000,TEUSAQUILLO,3506,9,769561842.9627907
1034,160000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1035,580000000,CHAPINERO,5578,6,1242553621.6074767
1036,440000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1037,2480000000,TEUSAQUILLO,3506,9,769561842.9627907
1038,860000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1039,950000000,CHAPINERO,5578,6,1242553621.6074767
1040,270000000,USAQUEN,5376,29,738350161.5709343
1041,495000000,CHAPINERO,5578,6,1242553621.6074767
1042,360000000,TEUSAQUILLO,3506,9,769561842.9627907
1043,310000000,CHAPINERO,5578,6,1242553621.6074767
1044,178000000,CHAPINERO,5578,6,1242553621.6074767
1045,650000000,ENGATIVA,8151,32,458086704.67836255
1046,595000000,USAQUEN,5376,29,738350161.5709343
1047,950000000,LOS MARTIRES,2849,54,559323809.5238096
1048,450000000,USAQUEN,5376,29,738350161.5709343
1049,450000000,CHAPINERO,5578,6,1242553621.6074767
1050,405000000,CHAPINERO,5578,6,1242553621.6074767
1051,230000000,SANTA FE,3255,36,489554305.51376146
1052,485000000,SANTA FE,3255,36,489554305.51376146
1053,190000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1054,265000000,CHAPINERO,5578,6,1242553621.6074767
1055,700000000,CHAPINERO,5578,6,1242553621.6074767
1056,560000000,CHAPINERO,5578,6,1242553621.6074767
1057,650000000,CHAPINERO,5578,6,1242553621.6074767
1058,1200000000,TEUSAQUILLO,3506,9,769561842.9627907
1059,960000000,PUENTE ARANDA,3778,16,491002012.08870965
1060,665000000,SANTA FE,3255,36,489554305.51376146
1061,955000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1062,550000000,CHAPINERO,5578,6,1242553621.6074767
1063,650000000,USAQUEN,5376,29,738350161.5709343
1064,320000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1065,295000000,CHAPINERO,5578,6,1242553621.6074767
1066,470000000,CHAPINERO,5578,6,1242553621.6074767
1067,2000000000,CHAPINERO,5578,6,1242553621.6074767
1068,2100000000,USAQUEN,5376,29,738350161.5709343
1069,330000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1070,950000000,TEUSAQUILLO,3506,9,769561842.9627907
1071,150000000,CHAPINERO,5578,6,1242553621.6074767
1072,926000000,CHAPINERO,5578,6,1242553621.6074767
1073,1400000000,CHAPINERO,5578,6,1242553621.6074767
1074,2400000000,CHAPINERO,5578,6,1242553621.6074767
1075,1790000000,CHAPINERO,5578,6,1242553621.6074767
1076,546000000,USAQUEN,5376,29,738350161.5709343
1077,484000000,USAQUEN,5376,29,738350161.5709343
1078,442500000,USAQUEN,5376,29,738350161.5709343
1079,318500000,CHAPINERO,5578,6,1242553621.6074767
1080,336000000,SUBA,7567,43,553298142.682
1081,510000000,USAQUEN,5376,29,738350161.5709343
1082,595000000,SUBA,7567,43,553298142.682
1083,436000000,USAQUEN,5376,29,738350161.5709343
1084,770000000,SANTA FE,3255,36,489554305.51376146
1085,470000000,USAQUEN,5376,29,738350161.5709343
1086,1500000000,TEUSAQUILLO,3506,9,769561842.9627907
1087,1649000000,CHAPINERO,5578,6,1242553621.6074767
1088,839000000,USAQUEN,5376,29,738350161.5709343
1089,950000000,USAQUEN,5376,29,738350161.5709343
1090,328000000,CHAPINERO,5578,6,1242553621.6074767
1091,410000000,CHAPINERO,5578,6,1242553621.6074767
1092,394000000,CHAPINERO,5578,6,1242553621.6074767
