,Precio,Localidad,Robo_Personas,Homicidios,Promedio
1093,405000000,CHAPINERO,5578,6,1242553621.6074767
1094,445000000,CHAPINERO,5578,6,1242553621.6074767
1095,350000000,SUBA,7567,43,553298142.682
1096,370000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1097,550000000,TEUSAQUILLO,3506,9,769561842.9627907
1098,320000000,SANTA FE,3255,36,489554305.51376146
1099,745000000,USAQUEN,5376,29,738350161.5709343
1100,600000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1101,975000000,CHAPINERO,5578,6,1242553621.6074767
1102,1670000000,CHAPINERO,5578,6,1242553621.6074767
1103,259000000,CHAPINERO,5578,6,1242553621.6074767
1104,435000000,USAQUEN,5376,29,738350161.5709343
1105,390000000,USAQUEN,5376,29,738350161.5709343
1106,2500000000,USAQUEN,5376,29,738350161.5709343
1107,450000000,CHAPINERO,5578,6,1242553621.6074767
1108,1650000000,USAQUEN,5376,29,738350161.5709343
1109,1075000000,USAQUEN,5376,29,738350161.5709343
1110,1550000000,USAQUEN,5376,29,738350161.5709343
1111,1100000000,USAQUEN,5376,29,738350161.5709343
1112,900000000,USAQUEN,5376,29,738350161.5709343
1113,600000000,USAQUEN,5376,29,738350161.5709343
1114,490000000,USAQUEN,5376,29,738350161.5709343
1115,326000000,SANTA FE,3255,36,489554305.51376146
1116,750000000,CHAPINERO,5578,6,1242553621.6074767
1117,575000000,USAQUEN,5376,29,738350161.5709343
1118,1600000000,CHAPINERO,5578,6,1242553621.6074767
1119,670000000,USAQUEN,5376,29,738350161.5709343
1120,980000000,CHAPINERO,5578,6,1242553621.6074767
1121,740000000,USAQUEN,5376,29,738350161.5709343
1122,1750000000,CHAPINERO,5578,6,1242553621.6074767
1123,970000000,USAQUEN,5376,29,738350161.5709343
1124,1075000000,USAQUEN,5376,29,738350161.5709343
1125,330000000,TEUSAQUILLO,3506,9,769561842.9627907
1126,580000000,CHAPINERO,5578,6,1242553621.6074767
1127,720000000,USAQUEN,5376,29,738350161.5709343
1128,620000000,USAQUEN,5376,29,738350161.5709343
1129,630000000,USAQUEN,5376,29,738350161.5709343
1130,810000000,USAQUEN,5376,29,738350161.5709343
1131,3500000000,USAQUEN,5376,29,738350161.5709343
1132,1600000000,CHAPINERO,5578,6,1242553621.6074767
1133,590000000,USAQUEN,5376,29,738350161.5709343
1134,1100000000,CHAPINERO,5578,6,1242553621.6074767
1135,800000000,USAQUEN,5376,29,738350161.5709343
1136,490000000,CHAPINERO,5578,6,1242553621.6074767
1137,740000000,USAQUEN,5376,29,738350161.5709343
1138,290000000,USAQUEN,5376,29,738350161.5709343
1139,220000000,CHAPINERO,5578,6,1242553621.6074767
1140,350000000,USAQUEN,5376,29,738350161.5709343
1141,640000000,USAQUEN,5376,29,738350161.5709343
1142,200000000,CHAPINERO,5578,6,1242553621.6074767
1143,420000000,USAQUEN,5376,29,738350161.5709343
1144,1050000000,USAQUEN,5376,29,738350161.5709343
1145,240000000,SANTA FE,3255,36,489554305.51376146
1146,220000000,TEUSAQUILLO,3506,9,769561842.9627907
1147,8000000000,CHAPINERO,5578,6,1242553621.6074767
1148,530000000,USAQUEN,5376,29,738350161.5709343
1149,1000000000,USAQUEN,5376,29,738350161.5709343
1150,420000000,SUBA,7567,43,553298142.682
1151,569000000,TEUSAQUILLO,3506,9,769561842.9627907
1152,650000000,USAQUEN,5376,29,738350161.5709343
1153,650000000,USAQUEN,5376,29,738350161.5709343
1154,1090000000,TEUSAQUILLO,3506,9,769561842.9627907
1155,2199000000,SANTA FE,3255,36,489554305.51376146
1156,2950000000,CHAPINERO,5578,6,1242553621.6074767
1157,950000000,USAQUEN,5376,29,738350161.5709343
1158,780000000,CHAPINERO,5578,6,1242553621.6074767
1159,600000000,CHAPINERO,5578,6,1242553621.6074767
1160,2775600000,CHAPINERO,5578,6,1242553621.6074767
1161,570000000,USAQUEN,5376,29,738350161.5709343
1162,850000000,SUBA,7567,43,553298142.682
1163,450000000,CHAPINERO,5578,6,1242553621.6074767
1164,3750000000,CHAPINERO,5578,6,1242553621.6074767
1165,6000000000,USAQUEN,5376,29,738350161.5709343
1166,4500000000,CHAPINERO,5578,6,1242553621.6074767
1167,990000000,CHAPINERO,5578,6,1242553621.6074767
1168,1800000000,CHAPINERO,5578,6,1242553621.6074767
1169,760000000,USAQUEN,5376,29,738350161.5709343
1170,750000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1171,1900000000,CHAPINERO,5578,6,1242553621.6074767
1172,6200000000,CHAPINERO,5578,6,1242553621.6074767
1173,530000000,CHAPINERO,5578,6,1242553621.6074767
1174,640000000,CHAPINERO,5578,6,1242553621.6074767
1175,1990000000,CHAPINERO,5578,6,1242553621.6074767
1176,436000000,CHAPINERO,5578,6,1242553621.6074767
1177,1550000000,CHAPINERO,5578,6,1242553621.6074767
1178,220000000,CHAPINERO,5578,6,1242553621.6074767
1179,1050000000,TEUSAQUILLO,3506,9,769561842.9627907
1180,295000000,CHAPINERO,5578,6,1242553621.6074767
1181,299000000,CHAPINERO,5578,6,1242553621.6074767
1182,750000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1183,185000000,CHAPINERO,5578,6,1242553621.6074767
1184,680000000,CHAPINERO,5578,6,1242553621.6074767
1185,1530000000,CHAPINERO,5578,6,1242553621.6074767
1186,250000000,CHAPINERO,5578,6,1242553621.6074767
1187,370000000,CHAPINERO,5578,6,1242553621.6074767
1188,375000000,CHAPINERO,5578,6,1242553621.6074767
1189,1500000000,TEUSAQUILLO,3506,9,769561842.9627907
1190,1020000000,CHAPINERO,5578,6,1242553621.6074767
1191,900000000,CHAPINERO,5578,6,1242553621.6074767
1192,430000000,CHAPINERO,5578,6,1242553621.6074767
1193,850000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1194,762608000,CHAPINERO,5578,6,1242553621.6074767
1195,650000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1196,855000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1197,460000000,CHAPINERO,5578,6,1242553621.6074767
1198,1050000000,CHAPINERO,5578,6,1242553621.6074767
1199,260000000,CHAPINERO,5578,6,1242553621.6074767
1200,1200000000,CHAPINERO,5578,6,1242553621.6074767
1201,1343015600,CHAPINERO,5578,6,1242553621.6074767
1202,3000000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1203,5500000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1204,2325480000,CHAPINERO,5578,6,1242553621.6074767
1205,5150000000,CHAPINERO,5578,6,1242553621.6074767
1206,600000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1207,2471532000,CHAPINERO,5578,6,1242553621.6074767
1208,1350000000,CHAPINERO,5578,6,1242553621.6074767
1209,5800000000,CHAPINERO,5578,6,1242553621.6074767
1210,4400000000,CHAPINERO,5578,6,1242553621.6074767
1211,650000000,CHAPINERO,5578,6,1242553621.6074767
1212,175000000,TEUSAQUILLO,3506,9,769561842.9627907
1213,620000000,CHAPINERO,5578,6,1242553621.6074767
1214,1600000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1215,171000000,TEUSAQUILLO,3506,9,769561842.9627907
1216,476000000,TEUSAQUILLO,3506,9,769561842.9627907
1217,2133150000,CHAPINERO,5578,6,1242553621.6074767
1218,539020000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1219,2650000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1220,4200000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1221,1180000000,CHAPINERO,5578,6,1242553621.6074767
1222,1650000000,CHAPINERO,5578,6,1242553621.6074767
1223,330000000,CHAPINERO,5578,6,1242553621.6074767
1224,960000000,CHAPINERO,5578,6,1242553621.6074767
1225,790000000,CHAPINERO,5578,6,1242553621.6074767
1226,2600000000,CHAPINERO,5578,6,1242553621.6074767
1227,410000000,CHAPINERO,5578,6,1242553621.6074767
1228,930000000,CHAPINERO,5578,6,1242553621.6074767
1229,754000000,CHAPINERO,5578,6,1242553621.6074767
1230,565000000,CHAPINERO,5578,6,1242553621.6074767
1231,2529060000,CHAPINERO,5578,6,1242553621.6074767
1232,1000000000,CHAPINERO,5578,6,1242553621.6074767
1233,1980000000,CHAPINERO,5578,6,1242553621.6074767
1234,330000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1235,620000000,CHAPINERO,5578,6,1242553621.6074767
1236,543530400,CHAPINERO,5578,6,1242553621.6074767
1237,1365616000,CHAPINERO,5578,6,1242553621.6074767
1238,4000000000,CHAPINERO,5578,6,1242553621.6074767
1239,370000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1240,2317500000,CHAPINERO,5578,6,1242553621.6074767
1241,10700000000,CHAPINERO,5578,6,1242553621.6074767
1242,2350000000,CHAPINERO,5578,6,1242553621.6074767
1243,2665284000,CHAPINERO,5578,6,1242553621.6074767
1244,2150000000,CHAPINERO,5578,6,1242553621.6074767
1245,468864000,CHAPINERO,5578,6,1242553621.6074767
1246,1780000000,CHAPINERO,5578,6,1242553621.6074767
1247,880000000,CHAPINERO,5578,6,1242553621.6074767
1248,962505000,CHAPINERO,5578,6,1242553621.6074767
1249,2100058000,CHAPINERO,5578,6,1242553621.6074767
1250,1222950127,CHAPINERO,5578,6,1242553621.6074767
1251,750000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1252,859000000,CHAPINERO,5578,6,1242553621.6074767
1253,394000000,CHAPINERO,5578,6,1242553621.6074767
1254,870000000,CHAPINERO,5578,6,1242553621.6074767
1255,350000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1256,1257800000,CHAPINERO,5578,6,1242553621.6074767
1257,690000000,CHAPINERO,5578,6,1242553621.6074767
1258,515000000,CHAPINERO,5578,6,1242553621.6074767
1259,640000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1260,1800000000,CHAPINERO,5578,6,1242553621.6074767
1261,760000000,CHAPINERO,5578,6,1242553621.6074767
1262,2100000000,CHAPINERO,5578,6,1242553621.6074767
1263,490000000,CHAPINERO,5578,6,1242553621.6074767
1264,1400000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1265,1650000000,CHAPINERO,5578,6,1242553621.6074767
1266,295000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1267,1290000000,CHAPINERO,5578,6,1242553621.6074767
1268,2500000000,CHAPINERO,5578,6,1242553621.6074767
1269,310000000,CHAPINERO,5578,6,1242553621.6074767
1270,2000000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1271,469000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1272,3211000000,CHAPINERO,5578,6,1242553621.6074767
1273,604000000,CHAPINERO,5578,6,1242553621.6074767
1274,680000000,CHAPINERO,5578,6,1242553621.6074767
1275,325000000,CHAPINERO,5578,6,1242553621.6074767
1276,410457000,TEUSAQUILLO,3506,9,769561842.9627907
1277,4000000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1278,2175000000,CHAPINERO,5578,6,1242553621.6074767
1279,1900000000,CHAPINERO,5578,6,1242553621.6074767
1280,720000000,CHAPINERO,5578,6,1242553621.6074767
1281,1280000000,CHAPINERO,5578,6,1242553621.6074767
1282,299000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1283,3962000000,CHAPINERO,5578,6,1242553621.6074767
1284,230000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1285,950000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1286,360000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1287,538631400,CHAPINERO,5578,6,1242553621.6074767
1288,1160196765,CHAPINERO,5578,6,1242553621.6074767
1289,550000000,BARRIOS UNIDOS,2975,10,1026022394.9523809
1290,1340000000,CHAPINERO,5578,6,1242553621.6074767
1291,1350000000,CHAPINERO,5578,6,1242553621.6074767
1292,1750000000,CHAPINERO,5578,6,1242553621.6074767
1293,350000000,CHAPINERO,5578,6,1242553621.6074767
1294,1850000000,CHAPINERO,5578,6,1242553621.6074767
1295,1200000000,CHAPINERO,5578,6,1242553621.6074767
1296,245000000,TEUSAQUILLO,3506,9,769561842.9627907
1297,2498000000,CHAPINERO,5578,6,1242553621.6074767
1298,592000000,CHAPINERO,5578,6,1242553621.6074767
1299,380000000,CHAPINERO,5578,6,1242553621.6074767
1300,695000000,CHAPINERO,5578,6,1242553621.6074767
1301,850000000,CHAPINERO,5578,6,1242553621.6074767
1302,2500000000,CHAPINERO,5578,6,1242553621.6074767
1303,260000000,FONTIBON,4739,21,517802019.0185185
1304,495000000,KENNEDY,8439,136,358982497.65319866
1305,700000000,FONTIBON,4739,21,517802019.0185185
1306,142000000,KENNEDY,8439,136,358982497.65319866
1307,265000000,KENNEDY,8439,136,358982497.65319866
1308,400000000,FONTIBON,4739,21,517802019.0185185
1309,458000000,FONTIBON,4739,21,517802019.0185185
1310,135000000,KENNEDY,8439,136,358982497.65319866
1311,217000000,BOSA,4422,85,203228289.84242424
1312,480000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1313,135000000,KENNEDY,8439,136,358982497.65319866
1314,380000000,BOSA,4422,85,203228289.84242424
1315,280000000,PUENTE ARANDA,3778,16,491002012.08870965
1316,200000000,KENNEDY,8439,136,358982497.65319866
1317,330000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1318,280000000,BOSA,4422,85,203228289.84242424
1319,155000000,KENNEDY,8439,136,358982497.65319866
1320,370000000,FONTIBON,4739,21,517802019.0185185
1321,250000000,TUNJUELITO,1736,21,393875731.4285714
1322,2300000000,KENNEDY,8439,136,358982497.65319866
1323,790000000,PUENTE ARANDA,3778,16,491002012.08870965
1324,190000000,BOSA,4422,85,203228289.84242424
1325,190000000,KENNEDY,8439,136,358982497.65319866
1326,280000000,KENNEDY,8439,136,358982497.65319866
1327,510000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1328,195000000,KENNEDY,8439,136,358982497.65319866
1329,135000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1330,93000000,BOSA,4422,85,203228289.84242424
1331,998000000,KENNEDY,8439,136,358982497.65319866
1332,132000000,KENNEDY,8439,136,358982497.65319866
1333,412497743,KENNEDY,8439,136,358982497.65319866
1334,280000000,KENNEDY,8439,136,358982497.65319866
1335,89000000,BOSA,4422,85,203228289.84242424
1336,399000000,FONTIBON,4739,21,517802019.0185185
1337,850000000,RAFAEL URIBE URIBE,2805,69,409374149.65986395
1338,360000000,BOSA,4422,85,203228289.84242424
1339,320000000,KENNEDY,8439,136,358982497.65319866
1340,180000000,FONTIBON,4739,21,517802019.0185185
1341,240000000,KENNEDY,8439,136,358982497.65319866
1342,600000000,FONTIBON,4739,21,517802019.0185185
1343,250000000,KENNEDY,8439,136,358982497.65319866
1344,670000000,FONTIBON,4739,21,517802019.0185185
1345,200000000,KENNEDY,8439,136,358982497.65319866
1346,230000000,KENNEDY,8439,136,358982497.65319866
1347,230000000,KENNEDY,8439,136,358982497.65319866
1348,270000000,BOSA,4422,85,203228289.84242424
1349,390000000,FONTIBON,4739,21,517802019.0185185
1350,295000000,KENNEDY,8439,136,358982497.65319866
1351,95000000,BOSA,4422,85,203228289.84242424
1352,129800000,BOSA,4422,85,203228289.84242424
1353,239000000,FONTIBON,4739,21,517802019.0185185
1354,140000000,KENNEDY,8439,136,358982497.65319866
1355,180000000,KENNEDY,8439,136,358982497.65319866
1356,155000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1357,1000000000,KENNEDY,8439,136,358982497.65319866
1358,205000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1359,350000000,KENNEDY,8439,136,358982497.65319866
1360,135000000,KENNEDY,8439,136,358982497.65319866
1361,190000000,KENNEDY,8439,136,358982497.65319866
1362,10000000,KENNEDY,8439,136,358982497.65319866
1363,114900000,BOSA,4422,85,203228289.84242424
1364,239000000,BOSA,4422,85,203228289.84242424
1365,350000000,PUENTE ARANDA,3778,16,491002012.08870965
1366,950000000,KENNEDY,8439,136,358982497.65319866
1367,500000000,KENNEDY,8439,136,358982497.65319866
1368,148000000,BOSA,4422,85,203228289.84242424
1369,320000000,KENNEDY,8439,136,358982497.65319866
1370,135000000,BOSA,4422,85,203228289.84242424
1371,170000000,FONTIBON,4739,21,517802019.0185185
1372,310000000,KENNEDY,8439,136,358982497.65319866
1373,170000000,BOSA,4422,85,203228289.84242424
1374,145000000,BOSA,4422,85,203228289.84242424
1375,280000000,RAFAEL URIBE URIBE,2805,69,409374149.65986395
1376,180000000,PUENTE ARANDA,3778,16,491002012.08870965
1377,280000000,KENNEDY,8439,136,358982497.65319866
1378,130000000,PUENTE ARANDA,3778,16,491002012.08870965
1379,310000000,FONTIBON,4739,21,517802019.0185185
1380,420000000,PUENTE ARANDA,3778,16,491002012.08870965
1381,230000000,FONTIBON,4739,21,517802019.0185185
1382,180000000,KENNEDY,8439,136,358982497.65319866
1383,332000000,KENNEDY,8439,136,358982497.65319866
1384,681308745,FONTIBON,4739,21,517802019.0185185
1385,255000000,KENNEDY,8439,136,358982497.65319866
1386,160000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1387,128000000,KENNEDY,8439,136,358982497.65319866
1388,217000000,BOSA,4422,85,203228289.84242424
1389,125000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1390,380000000,KENNEDY,8439,136,358982497.65319866
1391,195000000,TUNJUELITO,1736,21,393875731.4285714
1392,85000000,KENNEDY,8439,136,358982497.65319866
1393,800000000,KENNEDY,8439,136,358982497.65319866
1394,155000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1395,155000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1396,350000000,KENNEDY,8439,136,358982497.65319866
1397,795000000,FONTIBON,4739,21,517802019.0185185
1398,632800000,FONTIBON,4739,21,517802019.0185185
1399,1150000000,TEUSAQUILLO,3506,9,769561842.9627907
1400,140000000,BOSA,4422,85,203228289.84242424
1401,744160000,FONTIBON,4739,21,517802019.0185185
1402,484930000,FONTIBON,4739,21,517802019.0185185
1403,169036000,KENNEDY,8439,136,358982497.65319866
1404,418850000,FONTIBON,4739,21,517802019.0185185
1405,335000000,FONTIBON,4739,21,517802019.0185185
1406,300000000,TUNJUELITO,1736,21,393875731.4285714
1407,111111111,KENNEDY,8439,136,358982497.65319866
1408,150000000,KENNEDY,8439,136,358982497.65319866
1409,65000000,TUNJUELITO,1736,21,393875731.4285714
1410,235000000,KENNEDY,8439,136,358982497.65319866
1411,120000000,KENNEDY,8439,136,358982497.65319866
1412,280000000,BOSA,4422,85,203228289.84242424
1413,550000000,FONTIBON,4739,21,517802019.0185185
1414,108000000,KENNEDY,8439,136,358982497.65319866
1415,180000000,BOSA,4422,85,203228289.84242424
1416,278000000,PUENTE ARANDA,3778,16,491002012.08870965
1417,190000000,FONTIBON,4739,21,517802019.0185185
1418,415000000,KENNEDY,8439,136,358982497.65319866
1419,300000000,KENNEDY,8439,136,358982497.65319866
1420,139000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1421,182000000,KENNEDY,8439,136,358982497.65319866
1422,275000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1423,470000000,PUENTE ARANDA,3778,16,491002012.08870965
1424,280000000,PUENTE ARANDA,3778,16,491002012.08870965
1425,260000000,BOSA,4422,85,203228289.84242424
1426,520000000,PUENTE ARANDA,3778,16,491002012.08870965
1427,250000000,KENNEDY,8439,136,358982497.65319866
1428,150000000,BOSA,4422,85,203228289.84242424
1429,165000000,KENNEDY,8439,136,358982497.65319866
1430,120000000,BOSA,4422,85,203228289.84242424
1431,140000000,BOSA,4422,85,203228289.84242424
1432,771108190,FONTIBON,4739,21,517802019.0185185
1433,200000000,FONTIBON,4739,21,517802019.0185185
1434,265000000,PUENTE ARANDA,3778,16,491002012.08870965
1435,151000000,KENNEDY,8439,136,358982497.65319866
1436,350000000,KENNEDY,8439,136,358982497.65319866
1437,220000000,KENNEDY,8439,136,358982497.65319866
1438,145000000,KENNEDY,8439,136,358982497.65319866
1439,250000000,KENNEDY,8439,136,358982497.65319866
1440,130000000,BOSA,4422,85,203228289.84242424
1441,850000000,KENNEDY,8439,136,358982497.65319866
1442,150000000,FONTIBON,4739,21,517802019.0185185
1443,215000000,PUENTE ARANDA,3778,16,491002012.08870965
1444,245000000,KENNEDY,8439,136,358982497.65319866
1445,250000000,KENNEDY,8439,136,358982497.65319866
1446,240000000,KENNEDY,8439,136,358982497.65319866
1447,850000000,PUENTE ARANDA,3778,16,491002012.08870965
1448,400000000,KENNEDY,8439,136,358982497.65319866
1449,205000000,KENNEDY,8439,136,358982497.65319866
1450,430000000,FONTIBON,4739,21,517802019.0185185
1451,900000000,FONTIBON,4739,21,517802019.0185185
1452,10000000,KENNEDY,8439,136,358982497.65319866
1453,180000000,KENNEDY,8439,136,358982497.65319866
1454,1130000000,FONTIBON,4739,21,517802019.0185185
1455,190000000,KENNEDY,8439,136,358982497.65319866
1456,168000000,KENNEDY,8439,136,358982497.65319866
1457,175000000,KENNEDY,8439,136,358982497.65319866
1458,160000000,KENNEDY,8439,136,358982497.65319866
1459,170000000,BOSA,4422,85,203228289.84242424
1460,180000000,KENNEDY,8439,136,358982497.65319866
1461,115000000,KENNEDY,8439,136,358982497.65319866
1462,272299000,KENNEDY,8439,136,358982497.65319866
1463,250000000,FONTIBON,4739,21,517802019.0185185
1464,400000000,PUENTE ARANDA,3778,16,491002012.08870965
1465,365000000,KENNEDY,8439,136,358982497.65319866
1466,257000000,FONTIBON,4739,21,517802019.0185185
1467,170000000,KENNEDY,8439,136,358982497.65319866
1468,200000000,FONTIBON,4739,21,517802019.0185185
1469,135000000,BOSA,4422,85,203228289.84242424
1470,800000000,KENNEDY,8439,136,358982497.65319866
1471,245000000,KENNEDY,8439,136,358982497.65319866
1472,35000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1473,280000000,KENNEDY,8439,136,358982497.65319866
1474,140000000,BOSA,4422,85,203228289.84242424
1475,320000000,PUENTE ARANDA,3778,16,491002012.08870965
1476,110000000,KENNEDY,8439,136,358982497.65319866
1477,320000000,BOSA,4422,85,203228289.84242424
1478,155000000,KENNEDY,8439,136,358982497.65319866
1479,304500000,KENNEDY,8439,136,358982497.65319866
1480,160000000,BOSA,4422,85,203228289.84242424
1481,120000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1482,280000000,FONTIBON,4739,21,517802019.0185185
1483,155000000,KENNEDY,8439,136,358982497.65319866
1484,400000000,PUENTE ARANDA,3778,16,491002012.08870965
1485,220000000,KENNEDY,8439,136,358982497.65319866
1486,134999000,KENNEDY,8439,136,358982497.65319866
1487,150000000,KENNEDY,8439,136,358982497.65319866
1488,680000000,KENNEDY,8439,136,358982497.65319866
1489,85000000,BOSA,4422,85,203228289.84242424
1490,500000000,FONTIBON,4739,21,517802019.0185185
1491,270000000,RAFAEL URIBE URIBE,2805,69,409374149.65986395
1492,240000000,BOSA,4422,85,203228289.84242424
1493,165000000,BOSA,4422,85,203228289.84242424
1494,280000000,KENNEDY,8439,136,358982497.65319866
1495,180000000,PUENTE ARANDA,3778,16,491002012.08870965
1496,185000000,KENNEDY,8439,136,358982497.65319866
1497,172000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1498,250000000,KENNEDY,8439,136,358982497.65319866
1499,265000000,FONTIBON,4739,21,517802019.0185185
1500,620000000,PUENTE ARANDA,3778,16,491002012.08870965
1501,400000000,PUENTE ARANDA,3778,16,491002012.08870965
1502,200000000,FONTIBON,4739,21,517802019.0185185
1503,550000000,KENNEDY,8439,136,358982497.65319866
1504,220000000,KENNEDY,8439,136,358982497.65319866
1505,350000000,TUNJUELITO,1736,21,393875731.4285714
1506,125000000,KENNEDY,8439,136,358982497.65319866
1507,106000000,BOSA,4422,85,203228289.84242424
1508,145000000,BOSA,4422,85,203228289.84242424
1509,182000000,KENNEDY,8439,136,358982497.65319866
1510,152000000,KENNEDY,8439,136,358982497.65319866
1511,105000000,BOSA,4422,85,203228289.84242424
1512,145000000,KENNEDY,8439,136,358982497.65319866
1513,200000000,FONTIBON,4739,21,517802019.0185185
1514,1200000000,FONTIBON,4739,21,517802019.0185185
1515,235000000,PUENTE ARANDA,3778,16,491002012.08870965
1516,152000000,KENNEDY,8439,136,358982497.65319866
1517,128000000,BOSA,4422,85,203228289.84242424
1518,1589927343,FONTIBON,4739,21,517802019.0185185
1519,119000000,BOSA,4422,85,203228289.84242424
1520,148000000,BOSA,4422,85,203228289.84242424
1521,145500000,BOSA,4422,85,203228289.84242424
1522,198000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1523,240000000,KENNEDY,8439,136,358982497.65319866
1524,70000000,FONTIBON,4739,21,517802019.0185185
1525,110000000,BOSA,4422,85,203228289.84242424
1526,148000000,BOSA,4422,85,203228289.84242424
1527,280000000,BOSA,4422,85,203228289.84242424
1528,135000000,BOSA,4422,85,203228289.84242424
1529,1700000000,PUENTE ARANDA,3778,16,491002012.08870965
1530,290000000,KENNEDY,8439,136,358982497.65319866
1531,110000000,KENNEDY,8439,136,358982497.65319866
1532,270000000,KENNEDY,8439,136,358982497.65319866
1533,190000000,KENNEDY,8439,136,358982497.65319866
1534,799000000,KENNEDY,8439,136,358982497.65319866
1535,330000000,CIUDAD BOLIVAR,3591,156,270552487.283237
1536,230000000,KENNEDY,8439,136,358982497.65319866
1537,270000000,KENNEDY,8439,136,358982497.65319866
1538,195000000,KENNEDY,8439,136,358982497.65319866
1539,550000000,BOSA,4422,85,203228289.84242424
1540,150000000,KENNEDY,8439,136,358982497.65319866
1541,120000000,BOSA,4422,85,203228289.84242424
1542,90000000,KENNEDY,8439,136,358982497.65319866
1543,189999000,KENNEDY,8439,136,358982497.65319866
1544,75000000,KENNEDY,8439,136,358982497.65319866
1545,315000000,KENNEDY,8439,136,358982497.65319866
1546,157000000,KENNEDY,8439,136,358982497.65319866
1547,482000000,FONTIBON,4739,21,517802019.0185185
1548,135000000,BOSA,4422,85,203228289.84242424
1549,140000000,KENNEDY,8439,136,358982497.65319866
1550,371049000,FONTIBON,4739,21,517802019.0185185
1551,1195000000,KENNEDY,8439,136,358982497.65319866
1552,240000000,KENNEDY,8439,136,358982497.65319866
1553,110000000,KENNEDY,8439,136,358982497.65319866
1554,250000000,FONTIBON,4739,21,517802019.0185185
1555,520000000,FONTIBON,4739,21,517802019.0185185
1556,220000000,KENNEDY,8439,136,358982497.65319866
1557,110000000,BOSA,4422,85,203228289.84242424
1558,95000000,KENNEDY,8439,136,358982497.65319866
1559,300000000,BOSA,4422,85,203228289.84242424
1560,178000000,TEUSAQUILLO,3506,9,769561842.9627907
1561,250000000,FONTIBON,4739,21,517802019.0185185
1562,140000000,KENNEDY,8439,136,358982497.65319866
1563,229000000,FONTIBON,4739,21,517802019.0185185
1564,70000000,KENNEDY,8439,136,358982497.65319866
1565,245000000,KENNEDY,8439,136,358982497.65319866
1566,578620000,FONTIBON,4739,21,517802019.0185185
1567,215000000,KENNEDY,8439,136,358982497.65319866
1568,220000000,FONTIBON,4739,21,517802019.0185185
1569,200000000,ANTONIO NARIÑO,1788,11,457645172.7058824
1570,125000000,BOSA,4422,85,203228289.84242424
1571,300000000,KENNEDY,8439,136,358982497.65319866
1572,570000000,PUENTE ARANDA,3778,16,491002012.08870965
1573,315000000,KENNEDY,8439,136,358982497.65319866
1574,140000000,KENNEDY,8439,136,358982497.65319866
1575,1290000000,KENNEDY,8439,136,358982497.65319866
1576,1450000000,FONTIBON,4739,21,517802019.0185185
1577,420000000,FONTIBON,4739,21,517802019.0185185
1578,620000000,PUENTE ARANDA,3778,16,491002012.08870965
1579,370000000,KENNEDY,8439,136,358982497.65319866
1580,450000000,KENNEDY,8439,136,358982497.65319866
1581,1145000000,FONTIBON,4739,21,517802019.0185185
1582,155000000,PUENTE ARANDA,3778,16,491002012.08870965
